description,id
"Academic Work söker för Citygates räkning en utåtriktad problemlösare som tycker om att jobba i databaser.   Citygate erbjuder onlinebaserade marknadsplatser till svenska mediehus. De utvecklar, servar och driftar flertalet tjänster och sajter för ett 80-tal mediehus och deras tidningar. Citygates tjänster och produkter sträcker sig inom områdena rubrik-, katalog-, sök- och displayannonser via Lokus köp&amp;sälj, Familj.se och Lokusjobb.  Citygate erbjuder dig att bli en del av ett litet och effektivt team som idag utgörs av 10st kollegor. Du kommer att arbeta tillsammans med VD, affärsutvecklare, projektledare, programmerare, formgivare, och redaktionell personal inom och utanför Citygate. Dina insatser kommer att vara bidragande för teamets prestanda och företagets framtid.  Tjänsten är en direktrekrytering vilket innebär att rekryteringsprocessen sker genom Academic Work men du kommer anställas direkt hos Citygate. Alla samtal och mail kring tjänsten går till Academic Work. ",7a8be715ed8f1d6570c522c2e20afa999c7a2602
"För kunds räkning söker vi nu en ekonom med erfarenhet av redovisning av värdepapper. Vår kund tillhandahåller pensionsadministrativa tjänster och konsulterande verksamhet inom pensionsområdet. Uppdraget förväntas starta i slutet av augusti/början på september och sträcker sig till och med december 2017. Vad innebär rollen? I rollen som redovisningsekonom kommer du huvudsakligen att arbeta med redovisning av värdepapper, bankavstämningar, månadsbokslut, deklarationer etc. Rollen innebär många externa kontakter med bland annat ekonomichefer ute på de olika bolagen/stiftelserna. I rollen ingår även att förbättra processer och rutiner samt fungera i en stöttande och lärande roll. Vem söker vi? För att passa i rollen har du goda redovisningskunskaper och erfarenhet av bokslut. Det är meriterande om du har erfarenhet av stiftelser och ett intresse för finansiella instrument. Som person är du driven, initiativtagande och prestigelös. Du tar dig an arbetsuppgifter med nyfikenhet och drivs av att vara med och förbättra och utveckla. Dessutom är du kommunikativ, självgående och noggrann. Konsult hos SJRDu drivs av att utvecklas och inspireras av nya utmaningar och miljöer. Du har en förmåga och känsla för att verka i olika verksamheter och grupper. Vi arbetar i nära samarbete med dig och är lyhörda för dina önskade utmaningar. Tillsammans med vårt goda renommé och varumärke samt med våra framgångsrika kunder kan vi matcha rätt uppdrag för dig och stödja dig i din önskade karriär.Om företagetSJR in Scandinavia (SJR) är ett av Sveriges ledande rekryterings- och konsultföretag och har sedan 1993 byggt upp ett brett kontaktnät i näringslivet inom denna sektor. Personlig service och kvalitet är utmärkande för SJR. Vi är idag ca 550 anställda och har kontor i Stockholm, Malmö, Göteborg och Helsingborg. Vår främsta resurs är vår personal och vår vision är att vara förstahandsvalet för ekonomer som vill byta arbete och för företag som behöver personalresurser inom Ekonomi och Bank &amp; Finans. SJR är noterat på First North. Vi hjälper våra kunder att tillsätta tjänster på chef-, specialist- och assistentnivå. SJR arbetar med uppdrag till privata näringslivet, myndigheter och statliga bolag.",dcbc99c68b090455ac9079dd20423c17d2a8cdab
" Vill du bli en del av ett vinnande team? Vårt första varuhus öppnades 1994 och sedan dess har vi utmanat våra konkurrenter, pressat priserna på hemelektronik och erövrat den svenska marknaden. Vi har idag cirka 160 butiker och varuhus i Sverige med drygt 3000 anställda. Vår starka företagskultur präglar vårt sätt att agera vilket är nyckeln till vår framgång. Vi tror på individen och dennes vilja att ta eget ansvar och utvecklas. Därför söker vi dig som har en önskan att göra karriär inom företaget och som genom hårt arbete och ett brinnande engagemang vill bidra till nya framgångar. För att säkra den fortsatta utvecklingen framöver söker vi nya kollegor.   Till vårt varuhus Halmstad söker vi nu en kassamedarbetare.   Beskrivning av tjänsten: Som kassamedarbetare på Elgiganten tar du betalt för varor som kunder önskar köpa samt säljer nödvändiga tillbehör. Då kassan ansvarar för varuhusets penningflöden, innefattar tjänsten också en rad administrativa sysslor och rutiner. Som kassamedarbetare är du även ansvarig för kassaområdets varuexponering, ordning och attraktivitet, allt för att göra varuhuset till kundernas förstahandsval. Kassan är ofta den sista avdelningen som kunden möter och är därför en enormt viktig del i våra varuhus. Arbetet som kassamedarbetare innebär ett högt tempo och mycket frågor från kunder. Som kassamedarbetare är det därför viktigt att du i alla möten med kunder ger den bästa tänkbara servicen. Att kunden är nöjd med sin köpupplevelse är av yttersta vikt för oss och en förutsättning för att kunden ska komma tillbaka och handla just hos oss igen.  Vi söker en Gigant För oss är det viktigare att Du passar in i vår starka företagskultur än att Du har en imponerande meritförteckning. Du har en mogen inställning till arbete och har både förmågan och viljan att göra ditt absolut bästa. Därför söker vi dig:   som vill ge den bästa servicen! För att du ska trivas och bli framgångsrik i ditt arbete är det viktigt att du är driven och utåtriktad i din kontakt med kunder och kollegor. Du är ärlig, ödmjuk och lyssnar på kunden och kundens behov. Du är också en motiverande, lojal och hjälpsam person som ställer upp för andra. En Gigant löser de problem som uppstår på ett effektivt sätt. Du har ett brinnande intresse och håller dig uppdaterad gällande företagets produkter.   som vill skapa resultat! Du är en tävlingsmänniska med affärssinne som vill bidra till positiva resultat för företaget. Som Gigant skapar du resultat både individuellt och i grupp. Du arbetar därför hårt och tar dig an dina arbetsuppgifter på ett effektivt, strukturerat och noggrant sätt. Det faller sig naturligt för dig att ta egna initiativ då du är engagerad, ambitiös och målinriktad.  Vi erbjuder:   Avtalsenlig lön och pension  Generöst bonusavtal och förmåner  En utpräglad företagskultur  Omfattande utbildningsprogram inom försäljning, kundvård, ledarskap och personlig utveckling  Goda karriärmöjligheter   Vi på Elgiganten värdesätter mångfald inom företaget och välkomnar därför alla sökande, oavsett kön, ålder eller etnisk bakgrund.  Vi ser fram emot att ta del av din ansökan. Klicka på länken nedan, ""Skicka ansökan"", för att söka denna tjänst. Observera att vi ej tar emot ansökningar via e-post.   Med vänliga hälsningar  Kristina Sörensen Varuhuschef Halmstad   Sista ansökningsdag:  2017-05-21  Anställningsgrad:  Deltid  Arbetstider:  Dagtid, kvällar och helger  Tillträde:  2017-06-01   https://www.youtube.com/watch?v=4laQERIV8EE    ",840af6fe2f8f6e643c141aba6f2a71d9dbae5023
"Idag saknas 50 000 80 000 ingenjörer på den svenska arbetsmarknaden. Det vill vi ändra på och därför har vi startat Academy, Sveriges första skola inom Accelerated Learning. Tillsammans med Siemens divison Building Technologies (BT) startar vi nu Siemens BT Academy där vi söker dig som har intresse och engagemang att utbilda dig till Energi-och miljötekniker inom byggnadsautomation. Under 12 veckor, med start 30e oktober, utbildas du och dina framtida kollegor i Academys utbildningslokaler i Stockholm. Utbildningen är kostnadsfri och direkt efter examen kommer du arbeta som tillsvidareanställd konsult hos Siemens, via Academic Work. INFORMATION OM UPPDRAGET Siemens är världens ledande leverantör av energieffektiva och säkra lösningar byggnader. Inom divisionen BT arbetar man bland annat med service- och entreprenadverksamhet inom byggnadsautomation, och energibesparande åtgärder för fastigheter. Siemens framgång skapas av innovativa och duktiga medarbetare vars nyfikenhet och kompetenser skapar ny kunskap och bidrar till svaren på världens svåraste frågor. Vi söker nu dig som vill vara med och bidra till framtidens lösningar, samtidigt som vi erbjuder en helt ny riktning i karriären! Academy är utbildningsföretaget som erbjuder dig en intensivutbildning i världsklass. Utbildningen vänder sig till dig som har mycket goda kognitiva förmågor och som har ambitionen att under en intensiv 12-veckorsperiod skola om dig till energi- och miljötekniker. Tillsammans har vi tagit fram ett skräddarsytt utbildningsprogram där du genom lärarledd utbildning får de bästa förutsättningarna att snabbt bli en produktiv och skicklig resurs inom ditt nya fält. * Ta den unika chansen att bygga en ny karriär hos en arbetsgivare som satsar på dig och din framtid. Efter avslutad 12-veckorsutbildning kommer du att påbörja din nya karriär tillsammans med Academic Work och Siemens Building Technologies. Den här rekryteringsprocessen hanteras av Academic Work och Siemens Building Technologies önskemål är att alla frågor och mail kring tjänsten går till Siemens BT Academy. ARBETSUPPGIFTER I rollen som energi-och miljötekniker kommer du arbeta i flera parallella projekt där du utför servicearbeten i nya och befintliga anläggningar. Till stor del arbetar du självständigt och driver samt planerar dina egna dagar på fältet där du spenderar den mesta av din tid. I rollen som tekniker kommer du underhålla kundkontakter och agera i rådgivande syfte för att uppdatera och utveckla till mer energieffektiva lösningar. Du kommer till exempel att: * Utföra förebyggande underhåll samt funktionskontroll av nya och befintliga anläggningar * Arbeta med felsökning och provning på system * Utföra sammanställning av rapporter och protokoll vid t ex igångkörningar VI SÖKER DIG SOM Vi söker dig som trivs med att driva ditt eget arbete framåt, som sätter upp egna mål och som brinner för teknik och problemlösning. I rollen som energi-och miljötekniker är det en självklarhet att man bidrar till lösningarna i sin helhet och samtidigt ser sin egen del i samarbetet. Vi tror därför att du är både samarbetsvillig, kommunikativ och flexibel i ditt sätt att vara. I vardagen kommer du tampas med många utmaningar och det krävs att du kan hålla en struktur även i en ostrukturerad vardag. Du arbetar mycket med frihet under ansvar som kräver att du har en god struktur- och planeringsförmåga. Hos Siemens blir du en del av en öppen och dynamisk arbetsplats där professionell och personlig utveckling står högt på agendan. Vi tror även att du bidrar till gruppen med din kompetens och utmanar arbetsgruppen, divisionen och Siemens på deras resa framåt. För att bli antagen till Siemens BT Academy krävs en logisk förmåga och ambitionen att klara av en tuff intensivutbildning som ligger till grund för det efterkommande arbetet hos Siemens. För de utvalda konsulterna blir det här kickstarten på en karriär där du får möjlighet att vara med och utveckla morgondagens byggnadssystem. Vi ser att: * Du har grundläggande utbildning inom el från gymnasiet eller högskola/universitet, alternativt har du kompletterat annan inriktning med en påbyggnadsutbildning inom el. * Du behärskar svenska såväl som engelska obehindrat i både tal och skrift * Du innehar B-körkort Det är meriterande om du har arbetslivserfarenhet där du kommit i kontakt med VVS, el eller programmering av något slag. Vi ser också positivt på om du har en förståelse för fastigheter, konstruktion eller automation i byggnader. Rollen bygger på mycket kundkontakt och service, och vi ser med fördel på om du arbetat i servicerelaterade yrken. I denna rekryteringsprocess kommer vi lägga stor vikt vid dina personliga egenskaper, driv och ambition. Vad du vill göra imorgon har mycket större betydelse för oss än vad du gjorde igår. Vi ser fram emot att ta emot din ansökan och motivering till varför du söker Siemens BT Academy och tjänsten som energi-och miljötekniker. ÖVRIG INFORMATION * Utbildningen är kostnadsfri men ingen ersättning kommer att erläggas under utbildningsperioden. Det förutsätts även att du på egen hand ordnar med transport och boende i Stockholm. * Rekryteringsprocessen inleds med att testa din kognitiva förmåga, läs mer hos Academy och sök genom att trycka på länken &quot;Ansök på annan site&quot;. Urvalet sker löpande, sista ansökningsdag är 25/9. * Rekryteringsprocessen avslutas med intervjudag hos Siemens BT. För sökande innan 25/8 är intervjudagen den 1/9 i Stockholm. * För att få en plats hos Siemens BT Academy kommer samtliga kandidater som går vidare till intervjuskedet behöva visa upp ett utdrag ur belastningsregistret. Vi ber dig därför redan i samband med din ansökan skicka efter ett utdrag ur belastningsregistret här. * Utbildningsstart: 30 oktober * Första arbetsdagen hos Siemens BT: 29 januari 2018 * Omfattning: Heltid, kontorstider. (Utbildningen sker vanligtvis 9-17) * Utbildningsort: Stockholm, Kista * Arbetsort: Karlstad * Har du specifika frågor besvaras dessa på siemens@academy.se under kontorstid. Vi tar inte emot ansökningar via mailen. Få en känsla för Siemens! Annonsid: 14991608",bc6288e60c3b4b5799a904cd48baee747b1e1adb
"Linkon söker nu en kollega till sin Service Delivery-avdelning inom gruppen Data management. Linkon är ett företag som erbjuder försäljningsrelaterade systemlösningar och IT-tjänster till resebranschen vilka är värdeskapande och möjliggör effektiva processer inom samt mellan reseproducenter, distributörer/återförsäljare och deras slutkunder. Gruppen arbetar för att kundernas system alltid ska vara up-to-date och nischade enligt kundens önskemål. Detta sker genom ett aktivt och kundnära arbete med fokus på data och databaser kopplade till Linkons produkter som finns hos kunden. Du kommer att jobba affärsnära och blir tilldelat ett kundansvar.   Du tar plats i ett duktigt team om 7 personer där många olika kompetenser och specialiteter återfinns och din erfarenhet blir ännu en viktig pusselbit. Du får ett omväxlande arbete med en bra kombination av teknik och kundkontakt som sätter både dina IT-kunskaper och sociala sidor på prov! Linkon är kända för att värna om sina anställda och ha högt i tak.   Den här rekryteringsprocessen hanteras av Academic Work och Linkons önskemål är att alla samtal och mail kring tjänsten går till Academic Work  Tjänsten är en direktrekrytering vilket innebär att rekryteringsprocessen sker genom Academic Work men du kommer anställas direkt hos Linkon. ",8db052ee4267449e1aa233853686765b8b53db35
"Information om uppdraget  Puhutko sujuvaa suomea? Oletko opiskelija? Etsitkö joustavaa lisätyötä opiskelujesi ajaksi? Siinä tapauksessa meillä on työtehtävä sinulle! Etsimme nyt useita opiskelijoita projektiin yhdelle suurimmista asiakkaistamme. Tulisit olemaan sisäisesti töissä meillä. Työskentelisit kuitenkin pääasiassa ottamalla yhteyttä puhelimitse työn tilaajan asiakkaisiin ja herättää heidän mielenkiintonsa tuotteen esittelyä varten suoraan työn tilaajan kanssa.  Tarjoamme sinulle kiinteän palkan sopimuksen mukaan, plus provision. Lisäksi, saat hyvän perehdytyksen työhön, lyhyen myyntikoulutuksen sekä mukavan työympäristön ja kivat kollegat. Sinulla on nyt mahdollisuus tulla osaksi tulevaisuudentarinaamme.  Tulisit työskentelemään myyntiorganisaatiossamme pääkonttorillamme, joka sijaitsee Luulajassa osoitteessa Nordkalottvägen 1. Työajat ovat konttoriaikoja, maanantaista perjantaihin kello 8:00-16:00. Mahdollisuutesi valita omat työaikasi ovat todella hyvät, mutta haluamme, että työskentelisit vähintään noin 15 tuntia viikossa.  Mahdollisuus kehittyä yrityksen sisällä muihinkin tehtäviin on todella hyvä.  HUOM! EHDOTTOMANA VAATIMUKSENA TYÖLLE ON, ETTÄ SINULLA ON JOKIN TOINEN TEHTÄVÄ (esim. työ, opiskelu tms.), JOKA ON VÄHINTÄÄN 50%  Kunskaper för uppdraget  Haemme sinua, joka olet sosiaalinen, tuloshakuinen, valmis ottamaan uusia haasteita vastaan sekä osaat ilmaista itseäsi hyvin suomeksi ottaessa yhteyttä yrityksien omistajiin. Katsomme eduksesi, jos sinulla on kyky luoda yrityksenvälisiä suhteita, kokemusta puhelinmyynnistä tai muusta myynnistä.  Myös siitä on hyötyä, että tekisit persoonallisuustestit, jotka ovat sivuillamme otsikon ”Mina sidor” takana. Sen löydät kirjautumalla sisään profiiliisi osoitteessa www.studentconsulting.com. Työhön liittyvissä kysymyksissä voit ottaa yhteyttä Linus Norliniin (englanniksi tai ruotsiksi), 070 275 78 61. Työpaikka täytetään niin nopeasti kuin vain olemme löytäneet sopivat henkilöt. Olet tervetullut jättämään hakemuksesi kotisivujemme kautta.  Useasti palkittu StudentConsulting koostuu nuorista ammattilaisista urallaan ja on ollutkin mukana luomassa koko vuokratyöalaa opiskelijoille. Olemme vuodesta 1997 lähtien kehittyneet yhdeksi Skandinavian suurimmista vuokratyö- ja rekrytointiyrityksistä. Olemme oppineet, kuinka arvokasta sinulle opiskelijana on työskennellä opintojesi ohessa opintojesi aikana. Se on toki erinomainen mahdollisuus lihottaa lompakkoasi, mutta myös hyvä mahdollisuus saada jalka oven väliin työelämään. Löydä tulevaisuutesi osoitteesta www.studentconsulting.com jo tänään!",676163b8d82f0c03222043835da342bb310139de
"Academic Work söker för Guy Carpenters räkning en person som på deltid (vid sidan av sina studier) ska fungera som Client Coordinator löpande under hösten och framåt in i 2018.    Guy Carpenter &amp; Company AB utformar och levererar strategier, lösningar och service inom återförsäkring. Deras kunder är försäkringsbolag på den Nordiska marknaden och i Baltikum. Som den ledande återförsäkringsmäklaren de är i detta geografiska område stödjer de sina kunders affärsstrategier och finansiella mål med moderna verktyg på återförsäkringsmarknaden. Det nordiska kontoret ligger på Norrmalm i Stockholm.  Den här rekryteringsprocessen hanteras av Academic Work och Guy Carpenters önskemål är att alla samtal och mail kring tjänsten går till AcademicWork  Uppdraget är en del av vår personaluthyrning. Du kommer vara anställd av Academic Work och arbeta som konsult hos Guy Carpenter.  ",7d8c00c9c5e2cda70e054ab3a8c1902023607a27
" Prime Professional söker omgående en erfaren handläggare  för kunds räkning. Vi söker främst dig som är socialsekreterare med erfarenhet av Socialtjänstens verksamhetsområde försörjningsstöd/missbruk. Vi söker dig som är utbildad socionom med några års erfarenhet av förhandsbedömningar och utredningsarbete. Du blir anställd av Prime professional och arbetet innebär bemanningsuppdrag på plats hos vår kund.  Arbetsuppgifter Det är sedvanliga arbetsuppgifter som socialsekreterare utför, dvs utredning enligt SoL, dokumentation, flerpartsmöten och handläggning.  Har du erfarenhet av arbetet inom området kommer du att få ta stort ansvar och delaktighet.  Ort: Dalarnas län  Vem är du? Kompetenskrav är att du som konsult är väl insatt i  den lagstiftningen som styr,  Har du erfarenhet av både försörjningsstöd och missbruk samt har förmåga att utföra arbete självständigt kommer du att passa perfekt som konsult hos Prime.  Arbetet kräver socionomexamen samt tidigare erfarenhet av barnvårdsarbete och den aktuella lagstiftning som styr.  Arbetetet kräver en god datavana.  Gott bemötande och empati för människor i svåra situationer är självklart för dig liksom god samarbetsförmåga med kollegor.  Våra kunder förväntar sig snabbhet och effektivitet liksom gott handlag i såväl tal som skrift. Uppdraget kräver en god förmåga i svenska språket såväl i tal som skrift.  På Prime tar vi hand om våra konsulter och du får en konsultchef som följer upp ditt arbete. Som socionomkonsult är det viktigt att du är självständig och beredd på ett utmanande arbete.  Vi erbjuder en möjlighet att jobba i varierande uppdrag med möjlighet till ett stort kontaktnät.  Skicka in din ansökan så håller vi löpande intervjuer.  För mer information om tjänsten som socionomkonsult för Prime, Kontakta Thomas Blomgren Tel: 08- 470 70 42 Helene Appelqvist Tel: 08-470 70 71  Välkommen till oss! Du märker skillnaden!  Företagsbeskrivning Prime Professional är ett framgångsrikt bemannings-och rekryteringsföretag som förmedlar arbetstillfällen inom Ekonomi, HR/Lön, Administration Socialt arbete och Reception i hela Sverige. Att arbeta som konsult hos oss innebär att du får chansen att bredda din kompetens och arbeta inom olika områden hos både privata och offentliga arbetsgivare efter dina önskemål. Att bli rekryterad innebär att du blir direktanställd hos något av våra kundföretag och får möjligheten att utvecklas inom just ditt område. Prime Professional är ett  bemannings-och rekryteringsföretag som erbjuder delaktighet, trivsel, gemenskap med aktiviteter och stärkande konsultträffar. Vi arbetar nära våra konsulter och ger kontinuerlig handledning och uppföljning.  Är du en engagerad och driven person? Besök gärna vår hemsida www.primeprofessional.se  Sökord: socionom, socionomkonsult, Socionom, socialsekreterare, utredare, handläggare, SoL, LSS, BBIC, ProCapita, Treserva, omgående tillträde, jobba som konsult, jurist, socionomexamen,  Kontaktperson  Thomas Blomgren 08-470 70 42 thomas.blomgren@prime.se  Publiceringsdatum  July 09, 2017  ",3217ff7c95ee09a60e38059bb74acc1c02cee33a
"Gnosjö kommun är beläget i Jönköpings län där Gislaved, Värnamo och Vaggeryd är närmaste kommungrannar. Vi bildar tillsammans det så kallade GGVV-området och här finns en expansiv småföretagaranda som är unik i Sverige. Gnosjö kommun är den största arbetsgivaren i kommunen med ca 900 anställda. Vi satsar medvetet på friskvård för all personal och har bl a eget gym för de anställda. Som arbetsgivare har vi bland de lägsta ohälsotalen i Sverige. Gnosjö, kommunen med Gnosjöandans mångfald, närhet, samhörighet, delaktighet och samverkan – livskvalitet för alla.Uppdragsgivare: Gnosjö kommunOrt: GnosjöOmfattning: Heltid resp. deltid (Går att diskutera), tillsvidare.Arbetsbeskrivning:Som sjuksköterska i Gnosjö kommun arbetar du både självständigt och i team med övriga professioner som undersköterskor, rehab-personal och handläggare. Vi har ansvaret för hälso- och sjukvården för alla åldrar och diagnoser både i ordinärt och särskilt boende. Det är ett fritt och omväxlande arbete som kräver flexibilitet, noggrannhet och eget ansvar.Vi ser också att du har ett mycket gott bemötande och en förmåga att möta den enskilda individen utifrån hans eller hennes egna förutsättningar.Kvalifikationer:Du är legitimerad sjuksköterska. Det är meriterande om du har erfarenhet från demens eller psykiatri. Stor vikt läggs vid personlig lämplighet.Om Randstad:Hösten 2016 bytte Proffice namn till Randstad. Med över 600 000 anställda i omkring 40 länder är Randstad världens näst största företag inom rekrytering och bemanning.Randstad Care är ett specialistområde inom Randstad med fokus på sjukvård. Vi är ett auktoriserat vårdbemanningsföretag som via engagerade konsultchefer och brett nätverk skapar utvecklingsmöjligheter för läkare och sjuksköterskor. Vi levererar bemannings- och rekryteringstjänster till vårdgivare, inom såväl den offentliga som privata sektorn, i Sverige och Norge.Sista ansökningsdag: 2017-10-27, intervjuer sker löpande så meddela intresse så snart som möjligt.Randstad Care sköter rekryteringsprocessen men du blir anställd av Gnosjö kommun.För information: Vill du veta mer om tjänsten så kontakta gärna Rekryteringskonsult Josef Heijbel på josef.heijbel@randstad.se alt 072-507 03 77",01c524c06577ff1f396574e9ef1d60577a7106a9
"Talent Base is a consulting company at the absolute forefront of digitalization, and they are now looking for new experts in the field of Information Management. For Talent Base, data and information are the cornerstones of building a successful business. Thats why their objective is to turn data and information into a resource that helps their clients gain significant competitive advantages. INFORMATION OM UPPDRAGET Academic Work is looking for an Information Management Consultant for our client Talent Base, with start after the summer. They are looking for experts with a wide-ranging understanding of information management and a solid experience in business-driven information management projects. What they offer you is a versatile and varied job working with demanding national and international IT projects. Talent Base take pride in the professional development of their consultants, and provide several trainings and educational opportunities each year, in addition to fostering a culture of knowledge-sharing among the community of consultants. You will get to be part of a laid-back, yet very professional company culture that is free of bureaucracy, and you´ll get to work with some of the best experts in the Nordic countries. At the request of Talent Base, this recruitment process is conducted completely by Academic Work, and all questions regarding the position are handled by Academic Work (mailto:sts04@academicwork.se). Talent Base is prepared to offer you permanent employment if both parties are satisfied with the trial period. ARBETSUPPGIFTER As an Information Management Consultant, you will be working with all the areas of successful information management: * Identification of business needs * A systematic way to collect, specify and manage data * Ability to ensure data quality * Ability to extract information from data * A model for utilizing and sharing information regarding data protection and legislation VI SÖKER DIG SOM To qualify for this position, you should have a few years of experience with the following: business requirement management, process knowledge, information modeling, and solution architecture design. You should be at least adequately familiar with: * Data modeling * Data warehousing * Master Data Management (MDM) * Big Data reporting * Analytics and integration. As a person, you are accustomed to working with business people, technology experts, and system vendors to achieve the desired goal, and you have the social skills required to work as the key contact in projects. OTHER INFORMATION * START: Immediately * WORK EXTENT: Full time * LOCATION: Malmö or Stockholm * To apply for the job click on Apply below. We only handle applications through our website but if you have questions about the position you are welcome to email us sts04@academicwork.se and we will answer during office hours. Please write the advert title in the subject and paste the advert link in the mail. We do continuous screening and contacting of candidates so make sure to send your application as soon as possible. Please note that we may remove an advert before the specified application period expires if we have received enough qualified applications for the selection/interview phase, or have completed the hiring process. We are Home of the Young Professionals. We offer jobs for students or those who have completed their studies. With us, you can work as a consultant on specific client assignments or you can become employed directly by one of our customer companies through our recruitment service. Find out more on our website www.academicwork.se. When employed at Academic Work you will have your own dedicated Consultant Manager, whos role is to answer your questions, support your career development and ensure you enjoy your place of work. PROTECTION OF PRIVACY: When sending your application to Academic Work you approve and agree on Academic Work handling your personal information according to Personal Data Act. For more information read about PUL (only available in Swedish). Annonsid: 14987910",2beb5832aa440c57422433360ee9b605ebbbc58e
Academic Work söker för Santa Marias räkning en controller som kommer att täcka för ett föräldravikariat. Behovet löper på fram till januari 2018.   Den här rekryteringsprocessen hanteras av Academic Work och Santa Marias önskemål är att alla samtal och mail kring tjänsten går till  Academic Work. Uppdraget är en del av vår personaluthyrning. Du kommer vara anställd av Academic Work och arbeta som konsult hos Santa Maria. ,e67cd4c7b635d2d4c028480e4fbf29861adc3ff3
"Perstorp, Sweden                                     Application due: September 03, 2017                                                    I över 130 år har Perstorp ägnat sig åt att förbättra vardagen för miljontals människor världen över med innovativ kemi. Vi omsätter 11 miljarder kr och har 1 500 anställda i Asien, Europa samt Nordamerika. Våra specialkemikalier gör allt från bilar till burkar, från segel till skor, lättare, starkare och säkrare. Vår företagskultur genomsyras av våra kärnvärden fokuserad innovation, pålitlighet och ansvarstagande.                                                  Perstorp kommer att investera kraftfullt de kommande åren i sina anläggningar i Sverige och övriga världen. Det handlar om expansion och optimering av befintliga fabriker samt uppförande av nya fabriker. Är du intresserad av att arbeta på ett världsledande kemiföretag och driva globala tekniskt komplexa projekt?                                       Operational &amp; Technology Excellence (OTEX) är en nybildad global avdelning inom Operations på Perstorp. Avdelningen ansvarar för att skapa den övergripande strategin för teknisk utveckling inom bolaget. I linje med den strategin fokuserar avdelningen på att utveckla och leverera tekniska lösningar för att optimera effektiviteten hos Perstorps fabriker runt om i världen. Avdelningen ansvarar dessutom för att implementera adekvata och anpassade Lean och Six Sigma principer och verktyg genom hela fabriksorganisationen. Funktionens medarbetare är huvudsakligen placerade i Stenungsund och Perstorp.    Som Teknisk Projektledare i Operational &amp; Technology Excellence leder du olika typer av globala investeringsprojekt inom operations. Du föreslår och initierar åtgärder för att öka och stabilisera produktionskapaciteten på de olika produktionssiterna inom Perstorp gruppen.    Vem letar vi efter?    Akademiskt ser vi att du är civilingenjör eller högskoleingenjör inom kemi/process alternativt maskin/mekanik/automation eller liknande. Du har antagligen arbetat ett par år efter examen som konstruktör, specialist eller disciplinledare, helst inom processindustri. Vi ser att du har god erfarenhet av projektledning från förstudier till implementering och överlämning till mottagare. Vi ser det också som önskvärt att du drivit investeringsprojekt i processindustri med förståelse för flöden, energi, rör, pumpar och ventiler etc.    Naturligtvis är det starkt meriterande om du har kunskaper om kemiska hälsorisker och miljö-/ brandrisker för råvaror, produktion och färdig produkt.    Som person är du strukturerad, har lätt för att samarbeta, är självständig, ansvarstagande, resultatdriven och har en positiv läggning. Med en bred teknisk kunskap, ett bra ledarskap och en övertygande personlighet behärskar du och får ihop alla ingående discipliner. Du är noggrann och kan gå ner på detalj men du har också förmågan att se helheten. Internationellt arbete är meriterande. Engelska är ett krav.    Och jobbet då?     Storleken på projekten varierar och ställer stora krav på teknisk kunskap och förståelse. Som nämnts ovan kommer det vara strategiska projekt som har till syfte att öka produktionskapacitet på Perstorps kemiska fabriker. Om- och tillbyggnationer, enhetsoperationer som uppgraderas och utökning av prestanda för att kunna producera mer samt att bygga bort flaskhalsar etc. Det kan också vara green field projekt. Du kommer att arbeta tillsammans med ett globalt Engineering team som utgår från Perstorp/Stenungssund.    Projektledaren har det övergripande ansvaret från förprojektering till implementering och att se till att projekten är tillfredställande specificerade och samförstånd uppnåtts med uppdragsgivaren genom samtliga projektfaser. Projektledaren leder och följer upp projekts status beträffande teknikval, ekonomi, tidplan, projektplan, resurser och åtföljande behov samt utvärderar resultatet av projektet.    Tjänsten är en tillsvidareanställning på heltid. Du rapporterar till Team Manager, Project Management &amp; Engineering. Resor förekommer, ca 50-60 dagar/år. Placeringsort är Perstorp.    Hur ansöker jag då denna spännande tjänst?    I denna rekrytering har Perstorp AB tagit hjälp av Macavoy AB och du ansöker med ett uppdaterat CV och ansökningsbrev. Annonsen kommer att vara publicerad till och med den 3 september. Vi går in i sommar/semestertider vilket innebär att urvalsprocessen stundtals kommer pausas. Däremot ser vi gärna att du kommer in med din ansökan snarast!    Om du har frågor avseende tjänsten är du välkommen att kontakta rekryteringskonsult Markus Holmgren på Macavoy, 010-330 54 81.    Vi ser fram emot din ansökan!               ",4545c210c2195a0c37ba3727ac2c0a6f4403bb1f
